Pertanyaan,Jawaban
"Dimana lokasi atau provinsi CIGADING HABEAM CENTRE?","CIGADING HABEAM CENTRE berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk CIGADING HABEAM CENTRE?","Kualifikasi perusahaan CIGADING HABEAM CENTRE adalah PT."
"Siapa DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI bergerak di bidang Sub Kontraktor Besar (STRESSING, SUBKON)."
"Dimana lokasi atau provinsi DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk DITA JAYA KONSTRUKSI?","Kualifikasi perusahaan DITA JAYA KONSTRUKSI adalah PT."
"Siapa SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi) (GENERAL CLEANING, SUBKON ;)."
"Dimana lokasi atau provinsi SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk SINAR SELARAS SAKTI?","Kualifikasi perusahaan SINAR SELARAS SAKTI adalah PT."
"Siapa PANJI MULYO ASMORO?","PANJI MULYO ASMORO adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Besar, berlokasi di DKI Jakarta. Kode SBU: ST001."
"Bagaimana status rekanan PANJI MULYO ASMORO?","PANJI MULYO ASMORO memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha PANJI MULYO ASMORO?","PANJI MULYO ASMORO bergerak di bidang Supplier Besar (ALAT & MATERIAL BANTU PROYEK, SUPPLIER ;)."
"Dimana lokasi atau provinsi PANJI MULYO ASMORO?","PANJI MULYO ASMORO berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk PANJI MULYO ASMORO?","Kualifikasi perusahaan PANJI MULYO ASMORO adalah PT."
"Siapa Ersalindo Bangun Lestari?","Ersalindo Bangun Lestari adalah vendor dengan status Rekanan Terdaftar, kualifikasi Persekutuan Perdata Lainnya, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Bali. Kode SBU: BG009."
"Bagaimana status rekanan Ersalindo Bangun Lestari?","Ersalindo Bangun Lestari memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha Ersalindo Bangun Lestari?","Ersalindo Bangun Lestari bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi) (ATK / ALAT TULIS KANTOR, SUPPLIER)."
"Dimana lokasi atau provinsi Ersalindo Bangun Lestari?","Ersalindo Bangun Lestari berlokasi di Bali."
"Apa kualifikasi perusahaan untuk Ersalindo Bangun Lestari?","Kualifikasi perusahaan Ersalindo Bangun Lestari adalah Persekutuan Perdata Lainnya."
"Siapa YULIA INDAH?","YULIA INDAH adalah vendor dengan status Unverified, kualifikasi CV, di bidang Supplier, berlokasi di Sumatera Utara. Kode SBU: BS001."
"Bagaimana status rekanan YULIA INDAH?","YULIA INDAH memiliki status rekanan Unverified."
"Apa bidang usaha YULIA INDAH?","YULIA INDAH bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi YULIA INDAH?","YULIA INDAH berlokasi di Sumatera Utara."
"Apa kualifikasi perusahaan untuk YULIA INDAH?","Kualifikasi perusahaan YULIA INDAH adalah CV."
"Siapa Sinergy Bersama Mandiri?","Sinergy Bersama Mandiri adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi PT, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di DKI Jakarta. Kode SBU: BS002."
"Bagaimana status rekanan Sinergy Bersama Mandiri?","Sinergy Bersama Mandiri memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha Sinergy Bersama Mandiri?","Sinergy Bersama Mandiri bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi) (TEKNOLOGI INFORMASI / IT)."
"Dimana lokasi atau provinsi Sinergy Bersama Mandiri?","Sinergy Bersama Mandiri berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk Sinergy Bersama Mandiri?","Kualifikasi perusahaan Sinergy Bersama Mandiri adalah PT."
"Siapa MUTU JAYA KONSTRUKSI?","MUTU JAYA KONSTRUKSI adalah vendor dengan status Rekanan Unggul Waskita, kualifikasi CV, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: BS002."
"Bagaimana status rekanan MUTU JAYA KONSTRUKSI?","MUTU JAYA KONSTRUKSI memiliki status rekanan Rekanan Unggul Waskita."
"Apa bidang usaha MUTU JAYA KONSTRUKSI?","MUTU JAYA KONSTRUKSI bergerak di bidang Supplier Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi MUTU JAYA KONSTRUKSI?","MUTU JAYA KONSTRUKSI berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk MUTU JAYA KONSTRUKSI?","Kualifikasi perusahaan MUTU JAYA KONSTRUKSI adalah CV."
"Siapa FREYSSINET TOTAL TECHNOLOGY?","FREYSSINET TOTAL TECHNOLOGY adalah vendor dengan status Registered, kualifikasi PT, di bidang Supplier Besar, berlokasi di DKI Jakarta. Kode SBU: BG002."
"Bagaimana status rekanan FREYSSINET TOTAL TECHNOLOGY?","FREYSSINET TOTAL TECHNOLOGY memiliki status rekanan Registered."
"Apa bidang usaha FREYSSINET TOTAL TECHNOLOGY?","FREYSSINET TOTAL TECHNOLOGY bergerak di bidang Supplier Besar (Tidak diketahui)."
"Dimana lokasi atau provinsi FREYSSINET TOTAL TECHNOLOGY?","FREYSSINET TOTAL TECHNOLOGY berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk FREYSSINET TOTAL TECHNOLOGY?","Kualifikasi perusahaan FREYSSINET TOTAL TECHNOLOGY adalah PT."
"Siapa CND GEOTEKNIKA?","CND GEOTEKNIKA adalah vendor dengan status Unverified, kualifikasi CV, di bidang Sewa Alat, berlokasi di Jambi. Kode SBU: PL003."
"Bagaimana status rekanan CND GEOTEKNIKA?","CND GEOTEKNIKA memiliki status rekanan Unverified."
"Apa bidang usaha CND GEOTEKNIKA?","CND GEOTEKNIKA bergerak di bidang Sewa Alat (Tidak diketahui)."
"Dimana lokasi atau provinsi CND GEOTEKNIKA?","CND GEOTEKNIKA berlokasi di Jambi."
"Apa kualifikasi perusahaan untuk CND GEOTEKNIKA?","Kualifikasi perusahaan CND GEOTEKNIKA adalah CV."
"Siapa ROESLINA PONDASI INDONESIA?","ROESLINA PONDASI INDONESIA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Jawa Barat. Kode SBU: KK001."
"Bagaimana status rekanan ROESLINA PONDASI INDONESIA?","ROESLINA PONDASI INDONESIA memiliki status rekanan Unverified."
"Apa bidang usaha ROESLINA PONDASI INDONESIA?","ROESLINA PONDASI INDONESIA bergerak di bidang Supplier Menengah (PERALATAN KANTOR, SUPPLIER)."
"Dimana lokasi atau provinsi ROESLINA PONDASI INDONESIA?","ROESLINA PONDASI INDONESIA berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk ROESLINA PONDASI INDONESIA?","Kualifikasi perusahaan ROESLINA PONDASI INDONESIA adalah PT."
"Siapa PT GROGOL SARANA TRANSJAYA?","PT GROGOL SARANA TRANSJAYA adalah vendor dengan status Registered, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: BS002."
"Bagaimana status rekanan PT GROGOL SARANA TRANSJAYA?","PT GROGOL SARANA TRANSJAYA memiliki status rekanan Registered."
"Apa bidang usaha PT GROGOL SARANA TRANSJAYA?","PT GROGOL SARANA TRANSJAYA bergerak di bidang Supplier Menengah (ALAT & MATERIAL BANTU PROYEK, SUPPLIER ;)."
"Dimana lokasi atau provinsi PT GROGOL SARANA TRANSJAYA?","PT GROGOL SARANA TRANSJAYA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk PT GROGOL SARANA TRANSJAYA?","Kualifikasi perusahaan PT GROGOL SARANA TRANSJAYA adalah PT."
"Siapa BERBUNGA JAYA?","BERBUNGA JAYA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan BERBUNGA JAYA?","BERBUNGA JAYA memiliki status rekanan Unverified."
"Apa bidang usaha BERBUNGA JAYA?","BERBUNGA JAYA bergerak di bidang Konsultan Konstruksi (Tidak diketahui)."
"Dimana lokasi atau provinsi BERBUNGA JAYA?","BERBUNGA JAYA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk BERBUNGA JAYA?","Kualifikasi perusahaan BERBUNGA JAYA adalah PT."
"Siapa GLADIOL NUSATAMA?","GLADIOL NUSATAMA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier, berlokasi di DKI Jakarta. Kode SBU: RK002."
"Bagaimana status rekanan GLADIOL NUSATAMA?","GLADIOL NUSATAMA memiliki status rekanan Unverified."
"Apa bidang usaha GLADIOL NUSATAMA?","GLADIOL NUSATAMA bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi GLADIOL NUSATAMA?","GLADIOL NUSATAMA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk GLADIOL NUSATAMA?","Kualifikasi perusahaan GLADIOL NUSATAMA adalah PT."
"Siapa KHARISMA KILANG KENCANA?","KHARISMA KILANG KENCANA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Besar,, berlokasi di Jawa Barat. Kode SBU: BS002."
"Bagaimana status rekanan KHARISMA KILANG KENCANA?","KHARISMA KILANG KENCANA memiliki status rekanan Unverified."
"Apa bidang usaha KHARISMA KILANG KENCANA?","KHARISMA KILANG KENCANA bergerak di bidang Supplier Besar, (INSTALASI GENSET, SUBKON)."
"Dimana lokasi atau provinsi KHARISMA KILANG KENCANA?","KHARISMA KILANG KENCANA berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk KHARISMA KILANG KENCANA?","Kualifikasi perusahaan KHARISMA KILANG KENCANA adalah PT."
"Siapa BERKAT CITRANI MITRA SEJATI?","BERKAT CITRANI MITRA SEJATI adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier, berlokasi di Kalimantan Timur. Kode SBU: IN008."
"Bagaimana status rekanan BERKAT CITRANI MITRA SEJATI?","BERKAT CITRANI MITRA SEJATI memiliki status rekanan Unverified."
"Apa bidang usaha BERKAT CITRANI MITRA SEJATI?","BERKAT CITRANI MITRA SEJATI bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi BERKAT CITRANI MITRA SEJATI?","BERKAT CITRANI MITRA SEJATI berlokasi di Kalimantan Timur."
"Apa kualifikasi perusahaan untuk BERKAT CITRANI MITRA SEJATI?","Kualifikasi perusahaan BERKAT CITRANI MITRA SEJATI adalah PT."
"Siapa BAHTERA CIPTA ANUGRAH?","BAHTERA CIPTA ANUGRAH adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta. Kode SBU: BG003."
"Bagaimana status rekanan BAHTERA CIPTA ANUGRAH?","BAHTERA CIPTA ANUGRAH memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha BAHTERA CIPTA ANUGRAH?","BAHTERA CIPTA ANUGRAH bergerak di bidang Sub Kontraktor Besar (ASPAL & HOTMIX, SUBKON ;)."
"Dimana lokasi atau provinsi BAHTERA CIPTA ANUGRAH?","BAHTERA CIPTA ANUGRAH berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk BAHTERA CIPTA ANUGRAH?","Kualifikasi perusahaan BAHTERA CIPTA ANUGRAH adalah PT."
"Siapa WARNA SURYA KEMILAU?","WARNA SURYA KEMILAU adalah vendor dengan status Unverified, kualifikasi CV, di bidang Sewa Alat, berlokasi di Riau. Kode SBU: BG001."
"Bagaimana status rekanan WARNA SURYA KEMILAU?","WARNA SURYA KEMILAU memiliki status rekanan Unverified."
"Apa bidang usaha WARNA SURYA KEMILAU?","WARNA SURYA KEMILAU bergerak di bidang Sewa Alat (Tidak diketahui)."
"Dimana lokasi atau provinsi WARNA SURYA KEMILAU?","WARNA SURYA KEMILAU berlokasi di Riau."
"Apa kualifikasi perusahaan untuk WARNA SURYA KEMILAU?","Kualifikasi perusahaan WARNA SURYA KEMILAU adalah CV."
"Siapa KARYA MAKMUR INTEGRA?","KARYA MAKMUR INTEGRA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: IN008."
"Bagaimana status rekanan KARYA MAKMUR INTEGRA?","KARYA MAKMUR INTEGRA memiliki status rekanan Unverified."
"Apa bidang usaha KARYA MAKMUR INTEGRA?","KARYA MAKMUR INTEGRA bergerak di bidang Supplier Menengah (KAYU, SUPPLIER)."
"Dimana lokasi atau provinsi KARYA MAKMUR INTEGRA?","KARYA MAKMUR INTEGRA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk KARYA MAKMUR INTEGRA?","Kualifikasi perusahaan KARYA MAKMUR INTEGRA adalah PT."
"Siapa JOWIN PRADANA SEJAHTERA?","JOWIN PRADANA SEJAHTERA adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Sulawesi Tengah. Kode SBU: PL003."
"Bagaimana status rekanan JOWIN PRADANA SEJAHTERA?","JOWIN PRADANA SEJAHTERA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha JOWIN PRADANA SEJAHTERA?","JOWIN PRADANA SEJAHTERA bergerak di bidang Supplier Menengah (BAJA PROFIL, SUPPLIER)."
"Dimana lokasi atau provinsi JOWIN PRADANA SEJAHTERA?","JOWIN PRADANA SEJAHTERA berlokasi di Sulawesi Tengah."
"Apa kualifikasi perusahaan untuk JOWIN PRADANA SEJAHTERA?","Kualifikasi perusahaan JOWIN PRADANA SEJAHTERA adalah PT."
"Siapa KARSA PILAR KONTRUKSI?","KARSA PILAR KONTRUKSI adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat. Kode SBU: BG002."
"Bagaimana status rekanan KARSA PILAR KONTRUKSI?","KARSA PILAR KONTRUKSI memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha KARSA PILAR KONTRUKSI?","KARSA PILAR KONTRUKSI bergerak di bidang Sub Kontraktor Kecil dan Menengah (ELEKTRIKAL, SUBKON ;)."
"Dimana lokasi atau provinsi KARSA PILAR KONTRUKSI?","KARSA PILAR KONTRUKSI berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk KARSA PILAR KONTRUKSI?","Kualifikasi perusahaan KARSA PILAR KONTRUKSI adalah PT."
"Siapa Maha Akbar Sejahtera?","Maha Akbar Sejahtera adalah vendor dengan status Registered, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di DKI Jakarta. Kode SBU: BS009."
"Bagaimana status rekanan Maha Akbar Sejahtera?","Maha Akbar Sejahtera memiliki status rekanan Registered."
"Apa bidang usaha Maha Akbar Sejahtera?","Maha Akbar Sejahtera bergerak di bidang Sub Kontraktor Kecil dan Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi Maha Akbar Sejahtera?","Maha Akbar Sejahtera berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk Maha Akbar Sejahtera?","Kualifikasi perusahaan Maha Akbar Sejahtera adalah PT."
"Siapa Pratama Motivasi Mandiri?","Pratama Motivasi Mandiri adalah vendor dengan status Rekanan Terseleksi Waskita, kualifikasi PT, di bidang Supplier Besar, berlokasi di DKI Jakarta. Kode SBU: IN006."
"Bagaimana status rekanan Pratama Motivasi Mandiri?","Pratama Motivasi Mandiri memiliki status rekanan Rekanan Terseleksi Waskita."
"Apa bidang usaha Pratama Motivasi Mandiri?","Pratama Motivasi Mandiri bergerak di bidang Supplier Besar (BAJA PROFIL, SUPPLIER)."
"Dimana lokasi atau provinsi Pratama Motivasi Mandiri?","Pratama Motivasi Mandiri berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk Pratama Motivasi Mandiri?","Kualifikasi perusahaan Pratama Motivasi Mandiri adalah PT."
"Siapa PRIMA ARTISTIKA GRAHA?","PRIMA ARTISTIKA GRAHA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: PB003."
"Bagaimana status rekanan PRIMA ARTISTIKA GRAHA?","PRIMA ARTISTIKA GRAHA memiliki status rekanan Unverified."
"Apa bidang usaha PRIMA ARTISTIKA GRAHA?","PRIMA ARTISTIKA GRAHA bergerak di bidang Supplier Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi PRIMA ARTISTIKA GRAHA?","PRIMA ARTISTIKA GRAHA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk PRIMA ARTISTIKA GRAHA?","Kualifikasi perusahaan PRIMA ARTISTIKA GRAHA adalah PT."
"Siapa GLOBAL SOLUSI KONSULTAN?","GLOBAL SOLUSI KONSULTAN adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Jawa Barat. Kode SBU: AR003."
"Bagaimana status rekanan GLOBAL SOLUSI KONSULTAN?","GLOBAL SOLUSI KONSULTAN memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha GLOBAL SOLUSI KONSULTAN?","GLOBAL SOLUSI KONSULTAN bergerak di bidang Supplier Menengah (FURNITURE, SUPPLIER)."
"Dimana lokasi atau provinsi GLOBAL SOLUSI KONSULTAN?","GLOBAL SOLUSI KONSULTAN berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk GLOBAL SOLUSI KONSULTAN?","Kualifikasi perusahaan GLOBAL SOLUSI KONSULTAN adalah PT."
"Siapa BORLAND NUSANTARA?","BORLAND NUSANTARA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Lampung. Kode SBU: KK001."
"Bagaimana status rekanan BORLAND NUSANTARA?","BORLAND NUSANTARA memiliki status rekanan Unverified."
"Apa bidang usaha BORLAND NUSANTARA?","BORLAND NUSANTARA bergerak di bidang Supplier Menengah (ALAT & MATERIAL BANTU PROYEK, SUPPLIER)."
"Dimana lokasi atau provinsi BORLAND NUSANTARA?","BORLAND NUSANTARA berlokasi di Lampung."
"Apa kualifikasi perusahaan untuk BORLAND NUSANTARA?","Kualifikasi perusahaan BORLAND NUSANTARA adalah PT."
"Siapa ANANDA PRATAMA?","ANANDA PRATAMA adalah vendor dengan status Rekanan Unggul Waskita, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan ANANDA PRATAMA?","ANANDA PRATAMA memiliki status rekanan Rekanan Unggul Waskita."
"Apa bidang usaha ANANDA PRATAMA?","ANANDA PRATAMA bergerak di bidang Sub Kontraktor Kecil dan Menengah (ELEKTRIKAL, SUBKON ;)."
"Dimana lokasi atau provinsi ANANDA PRATAMA?","ANANDA PRATAMA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk ANANDA PRATAMA?","Kualifikasi perusahaan ANANDA PRATAMA adalah PT."
"Siapa DUTA PRATAMA ENGINEERING?","DUTA PRATAMA ENGINEERING adalah vendor dengan status Registered, kualifikasi PT, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta. Kode SBU: RT002."
"Bagaimana status rekanan DUTA PRATAMA ENGINEERING?","DUTA PRATAMA ENGINEERING memiliki status rekanan Registered."
"Apa bidang usaha DUTA PRATAMA ENGINEERING?","DUTA PRATAMA ENGINEERING bergerak di bidang Sub Kontraktor Besar (Tidak diketahui)."
"Dimana lokasi atau provinsi DUTA PRATAMA ENGINEERING?","DUTA PRATAMA ENGINEERING berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk DUTA PRATAMA ENGINEERING?","Kualifikasi perusahaan DUTA PRATAMA ENGINEERING adalah PT."
"Siapa Gunanusa Utama Fabricators?","Gunanusa Utama Fabricators adalah vendor dengan status Unverified, kualifikasi CV, di bidang Supplier, berlokasi di Kep Riau. Kode SBU: ST006."
"Bagaimana status rekanan Gunanusa Utama Fabricators?","Gunanusa Utama Fabricators memiliki status rekanan Unverified."
"Apa bidang usaha Gunanusa Utama Fabricators?","Gunanusa Utama Fabricators bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi Gunanusa Utama Fabricators?","Gunanusa Utama Fabricators berlokasi di Kep Riau."
"Apa kualifikasi perusahaan untuk Gunanusa Utama Fabricators?","Kualifikasi perusahaan Gunanusa Utama Fabricators adalah CV."
"Siapa TITIKUTAMA AGUNG?","TITIKUTAMA AGUNG adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Besar,, berlokasi di Kep Riau. Kode SBU: IT002."
"Bagaimana status rekanan TITIKUTAMA AGUNG?","TITIKUTAMA AGUNG memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha TITIKUTAMA AGUNG?","TITIKUTAMA AGUNG bergerak di bidang Supplier Besar, (PENGECATAN BANGUNAN, SUBKON ;)."
"Dimana lokasi atau provinsi TITIKUTAMA AGUNG?","TITIKUTAMA AGUNG berlokasi di Kep Riau."
"Apa kualifikasi perusahaan untuk TITIKUTAMA AGUNG?","Kualifikasi perusahaan TITIKUTAMA AGUNG adalah PT."
"Siapa BAHTERA AGUNG?","BAHTERA AGUNG adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan BAHTERA AGUNG?","BAHTERA AGUNG memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha BAHTERA AGUNG?","BAHTERA AGUNG bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi) (BEKISTING / FORMWORK INFRASTRUCTURE, SUBKON)."
"Dimana lokasi atau provinsi BAHTERA AGUNG?","BAHTERA AGUNG berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk BAHTERA AGUNG?","Kualifikasi perusahaan BAHTERA AGUNG adalah PT."
"Siapa BAKRIE METAL INDUSTRIES?","BAKRIE METAL INDUSTRIES adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sulawesi Tengah. Kode SBU: BS002."
"Bagaimana status rekanan BAKRIE METAL INDUSTRIES?","BAKRIE METAL INDUSTRIES memiliki status rekanan Unverified."
"Apa bidang usaha BAKRIE METAL INDUSTRIES?","BAKRIE METAL INDUSTRIES bergerak di bidang Sub Kontraktor Kecil dan Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi BAKRIE METAL INDUSTRIES?","BAKRIE METAL INDUSTRIES berlokasi di Sulawesi Tengah."
"Apa kualifikasi perusahaan untuk BAKRIE METAL INDUSTRIES?","Kualifikasi perusahaan BAKRIE METAL INDUSTRIES adalah PT."
"Siapa EMPAT SAUDARA MULTI USAHA DINAMIKA?","EMPAT SAUDARA MULTI USAHA DINAMIKA adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan EMPAT SAUDARA MULTI USAHA DINAMIKA?","EMPAT SAUDARA MULTI USAHA DINAMIKA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha EMPAT SAUDARA MULTI USAHA DINAMIKA?","EMPAT SAUDARA MULTI USAHA DINAMIKA bergerak di bidang Supplier Menengah (AGREGAT & BATU PECAH / BELAH, SUPPLIER ;)."
"Dimana lokasi atau provinsi EMPAT SAUDARA MULTI USAHA DINAMIKA?","EMPAT SAUDARA MULTI USAHA DINAMIKA berlokasi di DKI Jakarta."
