Pertanyaan,Jawaban
"Berikan informasi lengkap tentang JAYA MEGAH KENCANA","JAYA MEGAH KENCANA adalah vendor dengan status Rekanan Terseleksi Waskita, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta Jakarta. Industry: KONSULTAN MANAJEMEN & BISNIS. Kode SBU: BS005."
"Siapa BANGKA CAKRA KARYA?","BANGKA CAKRA KARYA adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat West Java. Status CQSMS: Sub Kontraktor : 50 Medium Risk (Version 3). Industry: SANDWICH PANEL, SUBKON. Kode SBU: BS002."
"Apa status rekanan BANGKA CAKRA KARYA?","BANGKA CAKRA KARYA memiliki status rekanan Unverified."
"Apa bidang usaha BANGKA CAKRA KARYA?","BANGKA CAKRA KARYA bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi BANGKA CAKRA KARYA?","BANGKA CAKRA KARYA berlokasi di Jawa Barat West Java."
"Apa status CQSMS BANGKA CAKRA KARYA?","BANGKA CAKRA KARYA memiliki status CQSMS: Sub Kontraktor : 50 Medium Risk (Version 3)."
"Apa industry key BANGKA CAKRA KARYA?","BANGKA CAKRA KARYA memiliki industry key: SANDWICH PANEL, SUBKON."
"Cari vendor BANGKA CAKRA KARYA","BANGKA CAKRA KARYA adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat West Java. Status CQSMS: Sub Kontraktor : 50 Medium Risk (Version 3). Industry: SANDWICH PANEL, SUBKON. Kode SBU: BS002."
"Berikan informasi lengkap tentang BANGKA CAKRA KARYA","BANGKA CAKRA KARYA adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat West Java. Status CQSMS: Sub Kontraktor : 50 Medium Risk (Version 3). Industry: SANDWICH PANEL, SUBKON. Kode SBU: BS002."
"Siapa Daya Prima?","Daya Prima adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Supplier Besar, berlokasi di Jawa Barat West Java. Kode SBU: BG002."
"Apa status rekanan Daya Prima?","Daya Prima memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha Daya Prima?","Daya Prima bergerak di bidang Supplier Besar."
"Dimana lokasi Daya Prima?","Daya Prima berlokasi di Jawa Barat West Java."
"Cari vendor Daya Prima","Daya Prima adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Supplier Besar, berlokasi di Jawa Barat West Java. Kode SBU: BG002."
"Berikan informasi lengkap tentang Daya Prima","Daya Prima adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Supplier Besar, berlokasi di Jawa Barat West Java. Kode SBU: BG002."
"Siapa KARSA BUANA LESTARI?","KARSA BUANA LESTARI adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sulawesi Selatan Sou. Kode SBU: RK005."
"Apa status rekanan KARSA BUANA LESTARI?","KARSA BUANA LESTARI memiliki status rekanan Registered."
"Apa bidang usaha KARSA BUANA LESTARI?","KARSA BUANA LESTARI bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi KARSA BUANA LESTARI?","KARSA BUANA LESTARI berlokasi di Sulawesi Selatan Sou."
"Cari vendor KARSA BUANA LESTARI","KARSA BUANA LESTARI adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sulawesi Selatan Sou. Kode SBU: RK005."
"Berikan informasi lengkap tentang KARSA BUANA LESTARI","KARSA BUANA LESTARI adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sulawesi Selatan Sou. Kode SBU: RK005."
"Siapa KOKOH SEMESTA?","KOKOH SEMESTA adalah vendor dengan status Registered, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta Jakarta. Kode SBU: IN003."
"Apa status rekanan KOKOH SEMESTA?","KOKOH SEMESTA memiliki status rekanan Registered."
"Apa bidang usaha KOKOH SEMESTA?","KOKOH SEMESTA bergerak di bidang Sub Kontraktor Besar."
"Dimana lokasi KOKOH SEMESTA?","KOKOH SEMESTA berlokasi di DKI Jakarta Jakarta."
"Cari vendor KOKOH SEMESTA","KOKOH SEMESTA adalah vendor dengan status Registered, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta Jakarta. Kode SBU: IN003."
"Berikan informasi lengkap tentang KOKOH SEMESTA","KOKOH SEMESTA adalah vendor dengan status Registered, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta Jakarta. Kode SBU: IN003."
"Siapa MEGA KENCANA?","MEGA KENCANA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Sewa Alat, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sewa Alat : 94 High Risk (Version 3). Industry: EXCAVATOR & EXCAVATOR LONG ARM, SEWA ;. Kode SBU: BG002."
"Apa status rekanan MEGA KENCANA?","MEGA KENCANA memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha MEGA KENCANA?","MEGA KENCANA bergerak di bidang Sewa Alat."
"Dimana lokasi MEGA KENCANA?","MEGA KENCANA berlokasi di DKI Jakarta Jakarta."
"Apa status CQSMS MEGA KENCANA?","MEGA KENCANA memiliki status CQSMS: Sewa Alat : 94 High Risk (Version 3)."
"Apa industry key MEGA KENCANA?","MEGA KENCANA memiliki industry key: EXCAVATOR & EXCAVATOR LONG ARM, SEWA ;."
"Cari vendor MEGA KENCANA","MEGA KENCANA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Sewa Alat, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sewa Alat : 94 High Risk (Version 3). Industry: EXCAVATOR & EXCAVATOR LONG ARM, SEWA ;. Kode SBU: BG002."
"Berikan informasi lengkap tentang MEGA KENCANA","MEGA KENCANA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Sewa Alat, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sewa Alat : 94 High Risk (Version 3). Industry: EXCAVATOR & EXCAVATOR LONG ARM, SEWA ;. Kode SBU: BG002."
"Siapa CAHAYA INTI CEMERLANG LAMPUNG?","CAHAYA INTI CEMERLANG LAMPUNG adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Banten. Kode SBU: BS001."
"Apa status rekanan CAHAYA INTI CEMERLANG LAMPUNG?","CAHAYA INTI CEMERLANG LAMPUNG memiliki status rekanan Registered."
"Apa bidang usaha CAHAYA INTI CEMERLANG LAMPUNG?","CAHAYA INTI CEMERLANG LAMPUNG bergerak di bidang Supplier Menengah,."
"Dimana lokasi CAHAYA INTI CEMERLANG LAMPUNG?","CAHAYA INTI CEMERLANG LAMPUNG berlokasi di Banten."
"Cari vendor CAHAYA INTI CEMERLANG LAMPUNG","CAHAYA INTI CEMERLANG LAMPUNG adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Banten. Kode SBU: BS001."
"Berikan informasi lengkap tentang CAHAYA INTI CEMERLANG LAMPUNG","CAHAYA INTI CEMERLANG LAMPUNG adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Banten. Kode SBU: BS001."
"Siapa CHALYSINDO CHATRA UTAMA?","CHALYSINDO CHATRA UTAMA adalah vendor dengan status Rekanan Terdaftar, di bidang Supplier Menengah, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Supplier : 80 High Risk (Version 3). Industry: BETON READY MIX, SUPPLIER. Kode SBU: IT002."
"Apa status rekanan CHALYSINDO CHATRA UTAMA?","CHALYSINDO CHATRA UTAMA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha CHALYSINDO CHATRA UTAMA?","CHALYSINDO CHATRA UTAMA bergerak di bidang Supplier Menengah."
"Dimana lokasi CHALYSINDO CHATRA UTAMA?","CHALYSINDO CHATRA UTAMA berlokasi di DKI Jakarta Jakarta."
"Apa status CQSMS CHALYSINDO CHATRA UTAMA?","CHALYSINDO CHATRA UTAMA memiliki status CQSMS: Supplier : 80 High Risk (Version 3)."
"Apa industry key CHALYSINDO CHATRA UTAMA?","CHALYSINDO CHATRA UTAMA memiliki industry key: BETON READY MIX, SUPPLIER."
"Cari vendor CHALYSINDO CHATRA UTAMA","CHALYSINDO CHATRA UTAMA adalah vendor dengan status Rekanan Terdaftar, di bidang Supplier Menengah, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Supplier : 80 High Risk (Version 3). Industry: BETON READY MIX, SUPPLIER. Kode SBU: IT002."
"Berikan informasi lengkap tentang CHALYSINDO CHATRA UTAMA","CHALYSINDO CHATRA UTAMA adalah vendor dengan status Rekanan Terdaftar, di bidang Supplier Menengah, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Supplier : 80 High Risk (Version 3). Industry: BETON READY MIX, SUPPLIER. Kode SBU: IT002."
"Siapa SPECTRA ODELIA SHORAI?","SPECTRA ODELIA SHORAI adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: BS005."
"Apa status rekanan SPECTRA ODELIA SHORAI?","SPECTRA ODELIA SHORAI memiliki status rekanan Registered."
"Dimana lokasi SPECTRA ODELIA SHORAI?","SPECTRA ODELIA SHORAI berlokasi di DI Aceh Aceh."
"Cari vendor SPECTRA ODELIA SHORAI","SPECTRA ODELIA SHORAI adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: BS005."
"Berikan informasi lengkap tentang SPECTRA ODELIA SHORAI","SPECTRA ODELIA SHORAI adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: BS005."
"Siapa WAHANA AGFA KREASI?","WAHANA AGFA KREASI adalah vendor dengan status Unverified, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Kode SBU: BS001."
"Apa status rekanan WAHANA AGFA KREASI?","WAHANA AGFA KREASI memiliki status rekanan Unverified."
"Apa bidang usaha WAHANA AGFA KREASI?","WAHANA AGFA KREASI bergerak di bidang Supplier Menengah."
"Dimana lokasi WAHANA AGFA KREASI?","WAHANA AGFA KREASI berlokasi di Jawa Barat West Java."
"Cari vendor WAHANA AGFA KREASI","WAHANA AGFA KREASI adalah vendor dengan status Unverified, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Kode SBU: BS001."
"Berikan informasi lengkap tentang WAHANA AGFA KREASI","WAHANA AGFA KREASI adalah vendor dengan status Unverified, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Kode SBU: BS001."
"Siapa Miranila Abadi?","Miranila Abadi adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat West Java. Kode SBU: KK012."
"Apa status rekanan Miranila Abadi?","Miranila Abadi memiliki status rekanan Registered."
"Apa bidang usaha Miranila Abadi?","Miranila Abadi bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi Miranila Abadi?","Miranila Abadi berlokasi di Jawa Barat West Java."
"Cari vendor Miranila Abadi","Miranila Abadi adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat West Java. Kode SBU: KK012."
"Berikan informasi lengkap tentang Miranila Abadi","Miranila Abadi adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat West Java. Kode SBU: KK012."
"Siapa CIPTA ANDALAN PERSADA?","CIPTA ANDALAN PERSADA adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Kalimantan Timur Eas. Kode SBU: RK001."
"Apa status rekanan CIPTA ANDALAN PERSADA?","CIPTA ANDALAN PERSADA memiliki status rekanan Registered."
"Apa bidang usaha CIPTA ANDALAN PERSADA?","CIPTA ANDALAN PERSADA bergerak di bidang Supplier Menengah,."
"Dimana lokasi CIPTA ANDALAN PERSADA?","CIPTA ANDALAN PERSADA berlokasi di Kalimantan Timur Eas."
"Cari vendor CIPTA ANDALAN PERSADA","CIPTA ANDALAN PERSADA adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Kalimantan Timur Eas. Kode SBU: RK001."
"Berikan informasi lengkap tentang CIPTA ANDALAN PERSADA","CIPTA ANDALAN PERSADA adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Kalimantan Timur Eas. Kode SBU: RK001."
"Siapa DINAMIKA SENTOSA RAYA?","DINAMIKA SENTOSA RAYA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur East Java. Status CQSMS: Sub Kontraktor : 47 Medium Risk (Version 2). Industry: ACP / ALUMINIUM COMPOSITE PANEL, SUBKON ;. Kode SBU: BS004."
"Apa status rekanan DINAMIKA SENTOSA RAYA?","DINAMIKA SENTOSA RAYA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha DINAMIKA SENTOSA RAYA?","DINAMIKA SENTOSA RAYA bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi DINAMIKA SENTOSA RAYA?","DINAMIKA SENTOSA RAYA berlokasi di Jawa Timur East Java."
"Apa status CQSMS DINAMIKA SENTOSA RAYA?","DINAMIKA SENTOSA RAYA memiliki status CQSMS: Sub Kontraktor : 47 Medium Risk (Version 2)."
"Apa industry key DINAMIKA SENTOSA RAYA?","DINAMIKA SENTOSA RAYA memiliki industry key: ACP / ALUMINIUM COMPOSITE PANEL, SUBKON ;."
"Cari vendor DINAMIKA SENTOSA RAYA","DINAMIKA SENTOSA RAYA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur East Java. Status CQSMS: Sub Kontraktor : 47 Medium Risk (Version 2). Industry: ACP / ALUMINIUM COMPOSITE PANEL, SUBKON ;. Kode SBU: BS004."
"Berikan informasi lengkap tentang DINAMIKA SENTOSA RAYA","DINAMIKA SENTOSA RAYA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur East Java. Status CQSMS: Sub Kontraktor : 47 Medium Risk (Version 2). Industry: ACP / ALUMINIUM COMPOSITE PANEL, SUBKON ;. Kode SBU: BS004."
"Siapa PUTRA PALOH?","PUTRA PALOH adalah vendor dengan status Unverified, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta Jakarta. Industry: HOTEL / PENGINAPAN ;. Kode SBU: BS004."
"Apa status rekanan PUTRA PALOH?","PUTRA PALOH memiliki status rekanan Unverified."
"Apa bidang usaha PUTRA PALOH?","PUTRA PALOH bergerak di bidang Konsultan Konstruksi."
"Dimana lokasi PUTRA PALOH?","PUTRA PALOH berlokasi di DKI Jakarta Jakarta."
"Apa industry key PUTRA PALOH?","PUTRA PALOH memiliki industry key: HOTEL / PENGINAPAN ;."
"Cari vendor PUTRA PALOH","PUTRA PALOH adalah vendor dengan status Unverified, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta Jakarta. Industry: HOTEL / PENGINAPAN ;. Kode SBU: BS004."
"Berikan informasi lengkap tentang PUTRA PALOH","PUTRA PALOH adalah vendor dengan status Unverified, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta Jakarta. Industry: HOTEL / PENGINAPAN ;. Kode SBU: BS004."
"Siapa SURYA SEJAHTERA PERKASA?","SURYA SEJAHTERA PERKASA adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: BG006."
"Apa status rekanan SURYA SEJAHTERA PERKASA?","SURYA SEJAHTERA PERKASA memiliki status rekanan Registered."
"Dimana lokasi SURYA SEJAHTERA PERKASA?","SURYA SEJAHTERA PERKASA berlokasi di DI Aceh Aceh."
"Cari vendor SURYA SEJAHTERA PERKASA","SURYA SEJAHTERA PERKASA adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: BG006."
"Berikan informasi lengkap tentang SURYA SEJAHTERA PERKASA","SURYA SEJAHTERA PERKASA adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: BG006."
"Siapa PT. KANE PERKASA INDONESIA?","PT. KANE PERKASA INDONESIA adalah vendor dengan status Unverified, di bidang Supplier. Kode SBU: PL003."
"Apa status rekanan PT. KANE PERKASA INDONESIA?","PT. KANE PERKASA INDONESIA memiliki status rekanan Unverified."
"Apa bidang usaha PT. KANE PERKASA INDONESIA?","PT. KANE PERKASA INDONESIA bergerak di bidang Supplier."
"Cari vendor PT. KANE PERKASA INDONESIA","PT. KANE PERKASA INDONESIA adalah vendor dengan status Unverified, di bidang Supplier. Kode SBU: PL003."
"Berikan informasi lengkap tentang PT. KANE PERKASA INDONESIA","PT. KANE PERKASA INDONESIA adalah vendor dengan status Unverified, di bidang Supplier. Kode SBU: PL003."
"Siapa Struktur Pintar Indonesia?","Struktur Pintar Indonesia adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Kep Riau. Status CQSMS: Sub Kontraktor : 31 Low Risk (Version 2). Industry: GALIAN & TIMBUNAN, SUBKON. Kode SBU: BS008."
"Apa status rekanan Struktur Pintar Indonesia?","Struktur Pintar Indonesia memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha Struktur Pintar Indonesia?","Struktur Pintar Indonesia bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi Struktur Pintar Indonesia?","Struktur Pintar Indonesia berlokasi di Kep Riau."
"Apa status CQSMS Struktur Pintar Indonesia?","Struktur Pintar Indonesia memiliki status CQSMS: Sub Kontraktor : 31 Low Risk (Version 2)."
"Apa industry key Struktur Pintar Indonesia?","Struktur Pintar Indonesia memiliki industry key: GALIAN & TIMBUNAN, SUBKON."
"Cari vendor Struktur Pintar Indonesia","Struktur Pintar Indonesia adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Kep Riau. Status CQSMS: Sub Kontraktor : 31 Low Risk (Version 2). Industry: GALIAN & TIMBUNAN, SUBKON. Kode SBU: BS008."
"Berikan informasi lengkap tentang Struktur Pintar Indonesia","Struktur Pintar Indonesia adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Kep Riau. Status CQSMS: Sub Kontraktor : 31 Low Risk (Version 2). Industry: GALIAN & TIMBUNAN, SUBKON. Kode SBU: BS008."
"Siapa DWI UNGGUL ABADI?","DWI UNGGUL ABADI adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: KK011."
"Apa status rekanan DWI UNGGUL ABADI?","DWI UNGGUL ABADI memiliki status rekanan Registered."
"Dimana lokasi DWI UNGGUL ABADI?","DWI UNGGUL ABADI berlokasi di DI Aceh Aceh."
"Cari vendor DWI UNGGUL ABADI","DWI UNGGUL ABADI adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: KK011."
"Berikan informasi lengkap tentang DWI UNGGUL ABADI","DWI UNGGUL ABADI adalah vendor dengan status Registered, berlokasi di DI Aceh Aceh. Kode SBU: KK011."
"Siapa Tiga Kurnia Sukses Makmurabadi?","Tiga Kurnia Sukses Makmurabadi adalah vendor dengan status Registered, di bidang Supplier Menengah, berlokasi di DKI Jakarta Jakarta. Kode SBU: IN008."
"Apa status rekanan Tiga Kurnia Sukses Makmurabadi?","Tiga Kurnia Sukses Makmurabadi memiliki status rekanan Registered."
"Apa bidang usaha Tiga Kurnia Sukses Makmurabadi?","Tiga Kurnia Sukses Makmurabadi bergerak di bidang Supplier Menengah."
"Dimana lokasi Tiga Kurnia Sukses Makmurabadi?","Tiga Kurnia Sukses Makmurabadi berlokasi di DKI Jakarta Jakarta."
"Cari vendor Tiga Kurnia Sukses Makmurabadi","Tiga Kurnia Sukses Makmurabadi adalah vendor dengan status Registered, di bidang Supplier Menengah, berlokasi di DKI Jakarta Jakarta. Kode SBU: IN008."
"Berikan informasi lengkap tentang Tiga Kurnia Sukses Makmurabadi","Tiga Kurnia Sukses Makmurabadi adalah vendor dengan status Registered, di bidang Supplier Menengah, berlokasi di DKI Jakarta Jakarta. Kode SBU: IN008."
"Siapa CIGADING HABEAM CENTRE?","CIGADING HABEAM CENTRE adalah vendor dengan status Unverified, di bidang Supplier, berlokasi di DKI Jakarta Jakarta. Kode SBU: KK016."
"Apa status rekanan CIGADING HABEAM CENTRE?","CIGADING HABEAM CENTRE memiliki status rekanan Unverified."
"Apa bidang usaha CIGADING HABEAM CENTRE?","CIGADING HABEAM CENTRE bergerak di bidang Supplier."
"Dimana lokasi CIGADING HABEAM CENTRE?","CIGADING HABEAM CENTRE berlokasi di DKI Jakarta Jakarta."
"Cari vendor CIGADING HABEAM CENTRE","CIGADING HABEAM CENTRE adalah vendor dengan status Unverified, di bidang Supplier, berlokasi di DKI Jakarta Jakarta. Kode SBU: KK016."
"Berikan informasi lengkap tentang CIGADING HABEAM CENTRE","CIGADING HABEAM CENTRE adalah vendor dengan status Unverified, di bidang Supplier, berlokasi di DKI Jakarta Jakarta. Kode SBU: KK016."
"Siapa DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sub Kontraktor : 62 Medium Risk (Version 1). Industry: STRESSING, SUBKON. Kode SBU: BS001."
"Apa status rekanan DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI bergerak di bidang Sub Kontraktor Besar."
"Dimana lokasi DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI berlokasi di DKI Jakarta Jakarta."
"Apa status CQSMS DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI memiliki status CQSMS: Sub Kontraktor : 62 Medium Risk (Version 1)."
"Apa industry key DITA JAYA KONSTRUKSI?","DITA JAYA KONSTRUKSI memiliki industry key: STRESSING, SUBKON."
"Cari vendor DITA JAYA KONSTRUKSI","DITA JAYA KONSTRUKSI adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sub Kontraktor : 62 Medium Risk (Version 1). Industry: STRESSING, SUBKON. Kode SBU: BS001."
"Berikan informasi lengkap tentang DITA JAYA KONSTRUKSI","DITA JAYA KONSTRUKSI adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sub Kontraktor : 62 Medium Risk (Version 1). Industry: STRESSING, SUBKON. Kode SBU: BS001."
"Siapa SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI adalah vendor dengan status Rekanan Terdaftar, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di DKI Jakarta Jakarta. Industry: GENERAL CLEANING, SUBKON ;. Kode SBU: BS001."
"Apa status rekanan SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi)."
"Dimana lokasi SINAR SELARAS SAKTI?","SINAR SELARAS SAKTI berlokasi di DKI Jakarta Jakarta."
